Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,spec_result,Notes
Delivery force (ave),1451,42.40483725,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1452,42.61801085,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1453,42.58413201,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1454,42.96260398,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1455,42.01491863,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1456,42.47103074,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1457,42.42450271,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1458,41.92581374,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1459,42.18254973,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1460,42.32509042,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1461,42.97093128,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1462,42.54330922,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1463,42.16803797,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1464,40.92924955,39,,2.25ml,Standard,Strong,1,Delivery force (ave)
Delivery force (ave),1465,41.61116637,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1466,41.42780289,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1467,42.12735081,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1468,42.05468354,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1469,42.46047016,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Delivery force (ave),1470,42.60933092,39,,2.25ml,Standard,Strong,1.1,Delivery force (ave)
Hold force,1681,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1682,3.95,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1683,3.85,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1684,3.95,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1685,3.95,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1686,3.85,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1687,4.15,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1688,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1689,4,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1690,3.675,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1691,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1692,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1693,4,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1694,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1695,4.1,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1696,4,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1697,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1698,4.1,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1699,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1700,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1701,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1702,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1703,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1704,3.95,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1705,4.1,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1706,3.85,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1707,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1708,3.95,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1709,3.8,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1710,4,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1711,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1712,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1713,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1714,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1715,3.85,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1716,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1717,3.75,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1718,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1719,4,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1720,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1721,4.2,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1722,4.125,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1723,4.25,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1724,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1725,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1726,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1727,4.125,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1728,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1729,4.15,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1730,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1731,4.2,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1732,4,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1733,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1734,4.125,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1735,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1736,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1737,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1738,4.15,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1739,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1740,4.125,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1741,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1742,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1743,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1744,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1745,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1746,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1747,4.25,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1748,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1749,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1750,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1751,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1752,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1753,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1754,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1755,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1756,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1757,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1758,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1759,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1760,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1761,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1762,3.95,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1763,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1764,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1765,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1766,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1767,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1768,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1769,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1770,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1771,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1772,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1773,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1774,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1775,3.95,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1776,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1777,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1778,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1779,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1780,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1781,3.975,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1782,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1783,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1784,3.975,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1785,3.975,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1786,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1787,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1788,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1789,3.975,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1790,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1791,3.45,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1792,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1793,4.05,,5,2.25ml,Standard,Strong,1.2,Hold force
Hold force,1794,4.05,,5,2.25ml,Standard,Strong,1.2,Hold force
Hold force,1795,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1796,4,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1797,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1798,3.3,,5,2.25ml,Standard,Strong,1.5,Hold force
Hold force,1799,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1800,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1801,3.675,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1802,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1803,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1804,3.85,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1805,3.35,,5,2.25ml,Standard,Strong,1.5,Hold force
Hold force,1806,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1807,3.675,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1808,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1809,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1810,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1811,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1812,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1813,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1814,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1815,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1816,3.975,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1817,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1818,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1819,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1820,3.85,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1821,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1822,3.6,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1823,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1824,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1825,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1826,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1827,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1828,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1829,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1830,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1831,3.8,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1832,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1833,3.6,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1834,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1835,4.125,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1836,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1837,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1838,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1839,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1840,3.675,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1841,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1842,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1843,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1844,3.7,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1845,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1846,3.95,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1847,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1848,3.45,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1849,3.6,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1850,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1851,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1852,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1853,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1854,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1855,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1856,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1857,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1858,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1859,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1860,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1861,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1862,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1863,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1864,4.1,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1865,4,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1866,3.7,,5,1ml,Standard,Strong,1.4,Hold force
Hold force,1867,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1868,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1869,3.75,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1870,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1871,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1872,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1873,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1874,4,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1875,3.8,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1876,4.1,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1877,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1878,3.75,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1879,4.25,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1880,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1881,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1882,4.1,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1883,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1884,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1885,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1886,3.75,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1887,3.7,,5,1ml,Standard,Strong,1.4,Hold force
Hold force,1888,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1889,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1890,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1891,3.65,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1892,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1893,3.675,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1894,3.675,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1895,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1896,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1897,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1898,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1899,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1900,3.6,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1901,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1902,3.675,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1903,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1904,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1905,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1906,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1907,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1908,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1909,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1910,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1911,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1912,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1913,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1914,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1915,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1916,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1917,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1918,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1919,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1920,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1921,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1922,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1923,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1924,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1925,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1926,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1927,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1928,3.675,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1929,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1930,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1931,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1932,3.7,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1933,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1934,3.65,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1935,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1936,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1937,3.85,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1938,3.5,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1939,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1940,3.55,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1941,3.65,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1942,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1943,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1944,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1945,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1946,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1947,3.15,,5,2.25ml,Standard,Strong,1.6,Hold force
Hold force,1948,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1949,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1950,3.7,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1951,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1952,3.7,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1953,3.55,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1954,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1955,3.65,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1956,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1957,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1958,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1959,3.95,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1960,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
RNS from RNSR,2206,45.1,,,,Standard,,1.5,RNS from RNSR
RNS from RNSR,2207,52.1,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2208,50.9,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2209,56.5,,,,Standard,,1.9,RNS from RNSR
RNS from RNSR,2210,52.7,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2211,53.6,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2212,48.65,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2213,48.75,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2214,47.05,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2215,56,,,,Standard,,1.9,RNS from RNSR
RNS from RNSR,2216,55.5,,,,Standard,,1.9,RNS from RNSR
RNS from RNSR,2217,47,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2218,51.5,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2219,53.9,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2220,45.8,,,,Standard,,1.5,RNS from RNSR
RNS from RNSR,2221,54.1,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2222,49.7,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2223,55.1,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2224,56,,,,Standard,,1.9,RNS from RNSR
RNS from RNSR,2225,47.4,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2226,48.35,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2227,58.1,,,,Standard,,1.9,RNS from RNSR
RNS from RNSR,2228,51.5,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2229,50,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2230,48.05,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2231,49.45,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2232,45.8,,,,Standard,,1.5,RNS from RNSR
RNS from RNSR,2233,51.2,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2234,50.5,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2235,57.2,,,,Standard,,1.9,RNS from RNSR
RNS from RNSR,2236,50.6,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2237,55.3,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2238,53.3,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2239,55.3,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2240,52.5,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2241,50.3,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2242,50.9,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2243,49.3,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2244,48,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2245,43.6,,,,Standard,,1.5,RNS from RNSR
RNS from RNSR,2246,48.55,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2247,47.75,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2248,42.9,,,,Standard,,1.4,RNS from RNSR
RNS from RNSR,2249,50.4,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2250,51.5,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2251,52.3,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2252,48.9,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2253,47.7,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2254,52.6,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2255,48.2,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2256,49.9,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2257,47.1,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2258,44.9,,,,Standard,,1.5,RNS from RNSR
RNS from RNSR,2259,56.8,,,,Standard,,1.9,RNS from RNSR
RNS from RNSR,2260,46.8,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2261,47.95,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2262,54.2,,,,Standard,,1.8,RNS from RNSR
RNS from RNSR,2263,48.6,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2264,45.5,,,,Standard,,1.5,RNS from RNSR
RNS from RNSR,2265,42.2,,,,Standard,,1.4,RNS from RNSR
RNS from RNSR,2266,43.75,,,,Standard,,1.5,RNS from RNSR
RNS from RNSR,2267,50.8,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2268,48.2,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2269,49.4,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2270,48.9,,,,Standard,,1.6,RNS from RNSR
RNS from RNSR,2271,45.6,,,,Standard,,1.5,RNS from RNSR
RNS from RNSR,2272,42.65,,,,Standard,,1.4,RNS from RNSR
RNS from RNSR,2273,50.8,,,,Standard,,1.7,RNS from RNSR
RNS from RNSR,2274,55.8,,,,Standard,,1.9,RNS from RNSR
RNS from RNSR,2275,48.9,,,,Standard,,1.6,RNS from RNSR
RNSR from Cap,2346,123.3,,,,Standard,,3.5,RNSR from Cap
