Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,spec_result,Notes
Rearward movement,3888,1.828,2.5,0.8,1ml,Standard,weak,0.6047,
Rearward movement,3889,1.853,2.5,0.8,1ml,Standard,weak,0.6194,
Rearward movement,3890,1.838,2.5,0.8,1ml,Standard,weak,0.6106,
Rearward movement,3891,1.809,2.5,0.8,1ml,Standard,weak,0.5935,
Rearward movement,3892,1.767,2.5,0.8,1ml,Standard,weak,0.5688,
Rearward movement,3893,1.856,2.5,0.8,1ml,Standard,weak,0.6212,
Rearward movement,3894,1.856,2.5,0.8,1ml,Standard,weak,0.6212,
Rearward movement,3895,1.895,2.5,0.8,1ml,Standard,weak,0.6441,
Rearward movement,3896,1.792,2.5,0.8,1ml,Standard,weak,0.5835,
Rearward movement,3897,1.844,2.5,0.8,1ml,Standard,weak,0.6141,
Rearward movement,3898,1.979,2.5,0.8,1ml,Standard,weak,0.6935,
Rearward movement,3899,1.922,2.5,0.8,1ml,Standard,weak,0.6600,
Rearward movement,3900,1.87,2.5,0.8,1ml,Standard,weak,0.6294,
Rearward movement,3901,-0.15,2.5,0.8,1ml,Standard,weak,-0.5588,
Rearward movement,3902,1.901,2.5,0.8,1ml,Standard,weak,0.6476,
Rearward movement,3903,1.702,2.5,0.8,1ml,Standard,weak,0.5306,
Rearward movement,3904,1.752,2.5,0.8,1ml,Standard,weak,0.5600,
Rearward movement,3905,1.797,2.5,0.8,1ml,Standard,weak,0.5865,
Rearward movement,3906,1.869,2.5,0.8,1ml,Standard,weak,0.6288,
Rearward movement,3907,1.862,2.5,0.8,1ml,Standard,weak,0.6247,
Rearward movement,3908,1.851,2.5,0.8,1ml,Standard,weak,0.6182,
Rearward movement,3909,1.838,2.5,0.8,1ml,Standard,weak,0.6106,
Rearward movement,3910,1.88,2.5,0.8,1ml,Standard,weak,0.6353,
Rearward movement,3911,1.698,2.5,0.8,1ml,Standard,weak,0.5282,
Rearward movement,3912,1.904,2.5,0.8,1ml,Standard,weak,0.6494,
Rearward movement,3913,1.888,2.5,0.8,1ml,Standard,weak,0.6400,
Rearward movement,3914,1.445,2.5,0.8,2.25ml,Standard,Strong,0.3794,
Rearward movement,3915,1.3,2.5,0.8,2.25ml,Standard,Strong,0.2941,
Rearward movement,3916,1.526,2.5,0.8,2.25ml,Standard,Strong,0.4271,
Rearward movement,3917,1.75,2.5,0.8,2.25ml,Standard,Strong,0.5588,
Rearward movement,3918,1.603,2.5,0.8,2.25ml,Standard,Strong,0.4724,
Rearward movement,3919,1.338,2.5,0.8,2.25ml,Standard,Strong,0.3165,
Rearward movement,3920,1.637,2.5,0.8,2.25ml,Standard,Strong,0.4924,
Rearward movement,3921,1.553,2.5,0.8,2.25ml,Standard,Strong,0.4429,
Rearward movement,3922,1.587,2.5,0.8,2.25ml,Standard,Strong,0.4629,
Rearward movement,3923,1.641,2.5,0.8,2.25ml,Standard,Strong,0.4947,
Rearward movement,3924,1.701,2.5,0.8,2.25ml,Standard,Strong,0.5300,
Rearward movement,3925,1.655,2.5,0.8,2.25ml,Standard,Strong,0.5029,
Rearward movement,3926,1.72,2.5,0.8,2.25ml,Standard,Strong,0.5412,
Rearward movement,3927,1.695,2.5,0.8,2.25ml,Standard,Strong,0.5265,
Rearward movement,3928,1.757,2.5,0.8,2.25ml,Standard,Strong,0.5629,
Rearward movement,3929,1.668,2.5,0.8,2.25ml,Standard,Strong,0.5106,
Rearward movement,3930,1.747,2.5,0.8,2.25ml,Standard,Strong,0.5571,
Rearward movement,3931,1.735,2.5,0.8,2.25ml,Standard,Strong,0.5500,
Rearward movement,3932,1.673,2.5,0.8,2.25ml,Standard,Strong,0.5135,
Rearward movement,3933,1.353,2.5,0.8,2.25ml,Standard,Strong,0.3253,
Rearward movement,3934,1.515,2.5,0.8,2.25ml,Standard,Strong,0.4206,
Rearward movement,3935,1.626,2.5,0.8,2.25ml,Standard,Strong,0.4859,
Rearward movement,3936,1.624,2.5,0.8,2.25ml,Standard,Strong,0.4847,
Rearward movement,3937,1.458,2.5,0.8,2.25ml,Standard,Strong,0.3871,
Rearward movement,3938,1.426,2.5,0.8,2.25ml,Standard,Strong,0.3682,
Rearward movement,3939,1.57,2.5,0.8,2.25ml,Standard,Strong,0.4529,
Rearward movement,3940,1.729,2.5,0.8,2.25ml,Standard,Strong,0.5465,
Rearward movement,3941,1.638,2.5,0.8,2.25ml,Standard,Strong,0.4929,
Rearward movement,3942,1.599,2.5,0.8,2.25ml,Standard,Strong,0.4700,
Rearward movement,3943,1.748,2.5,0.8,2.25ml,Standard,Strong,0.5576,
Rearward movement,3944,1.74,2.5,0.8,2.25ml,Standard,Strong,0.5529,
Rearward movement,3945,1.728,2.5,0.8,2.25ml,Standard,Strong,0.5459,
Rearward movement,3946,1.77,2.5,0.8,2.25ml,Standard,Strong,0.5706,
Rearward movement,3947,1.686,2.5,0.8,2.25ml,Standard,Strong,0.5212,
Rearward movement,3948,1.65,2.5,0.8,2.25ml,Standard,Strong,0.5000,
Rearward movement,3949,1.4306,2.5,0.8,1ml,Standard,weak,0.3709,
Rearward movement,3950,1.023,2.5,0.8,1ml,Standard,weak,0.1312,
Rearward movement,3951,1.439,2.5,0.8,1ml,Standard,weak,0.3759,
Rearward movement,3952,0.821,2.5,0.8,1ml,Standard,weak,0.0124,
Rearward movement,3953,0.842,2.5,0.8,1ml,Standard,weak,0.0247,
Rearward movement,3954,1.9326,2.5,0.8,1ml,Standard,weak,0.6662,
Rearward movement,3955,1.699,2.5,0.8,1ml,Standard,weak,0.5288,
Rearward movement,3956,1.6986,2.5,0.8,1ml,Standard,weak,0.5286,
Rearward movement,3957,1.5596,2.5,0.8,1ml,Standard,weak,0.4468,
Rearward movement,3958,1.199,2.5,0.8,1ml,Standard,weak,0.2347,
Rearward movement,3959,1.687,2.5,0.8,1ml,Standard,weak,0.5218,
Rearward movement,3960,1.4216,2.5,0.8,1ml,Standard,weak,0.3656,
Rearward movement,3961,1.045,2.5,0.8,1ml,Standard,weak,0.1441,
Rearward movement,3962,0.856,2.5,0.8,1ml,Standard,weak,0.0329,
Rearward movement,3963,1.6186,2.5,0.8,1ml,Standard,weak,0.4815,
Rearward movement,3964,0.826,2.5,0.8,1ml,Standard,weak,0.0153,
Rearward movement,3965,1.783,2.5,0.8,1ml,Standard,weak,0.5782,
Rearward movement,3966,1.6066,2.5,0.8,1ml,Standard,weak,0.4745,
Rearward movement,3967,1.347,2.5,0.8,1ml,Standard,weak,0.3218,
Rearward movement,3968,1.276,2.5,0.8,1ml,Standard,weak,0.2800,
Rearward movement,3969,1.362,2.5,0.8,1ml,Standard,weak,0.3306,
Rearward movement,3970,0.925,2.5,0.8,1ml,Standard,weak,0.0735,
Rearward movement,3971,1.922,2.5,0.8,1ml,Standard,weak,0.6600,
Rearward movement,3972,1.3416,2.5,0.8,1ml,Standard,weak,0.3186,
Rearward movement,3973,1.318,2.5,0.8,1ml,Standard,weak,0.3047,
Rearward movement,3974,1.024,2.5,0.8,1ml,Standard,weak,0.1318,
Rearward movement,3975,1.6046,2.5,0.8,1ml,Standard,weak,0.4733,
Rearward movement,3976,1.362,2.5,0.8,1ml,Standard,weak,0.3306,
Rearward movement,3977,1.471,2.5,0.8,1ml,Standard,weak,0.3947,
Rearward movement,3978,1.9586,2.5,0.8,1ml,Standard,weak,0.6815,
Rearward movement,3979,1.295,2.5,0.8,1ml,Standard,weak,0.2912,
Rearward movement,3980,0.831,2.5,0.8,1ml,Standard,weak,0.0182,
Rearward movement,3981,1.551,2.5,0.8,1ml,Standard,weak,0.4418,
Rearward movement,3982,1.9466,2.5,0.8,1ml,Standard,weak,0.6745,
Rearward movement,3983,1.0666,2.5,0.8,1ml,Standard,weak,0.1568,
Rearward movement,3984,1.9286,2.5,0.8,1ml,Standard,weak,0.6639,
Rearward movement,3985,2.0906,2.5,0.8,1ml,Standard,weak,0.7592,
Rearward movement,3986,0.889,2.5,0.8,1ml,Standard,weak,0.0524,
Rearward movement,3987,1.7306,2.5,0.8,1ml,Standard,weak,0.5474,
Rearward movement,3988,1.9646,2.5,0.8,1ml,Standard,weak,0.6851,
Rearward movement,3989,0.625,2.5,0.8,1ml,Standard,weak,-0.1029,
Rearward movement,3990,0.676,2.5,0.8,1ml,Standard,weak,-0.0729,
Rearward movement,3991,1.095,2.5,0.8,1ml,Standard,weak,0.1735,
Rearward movement,3992,1.6976,2.5,0.8,1ml,Standard,weak,0.5280,
Rearward movement,3993,1.1506,2.5,0.8,1ml,Standard,weak,0.2062,
Rearward movement,3994,1.2436,2.5,0.8,1ml,Standard,weak,0.2609,
Rearward movement,3995,1.119,2.5,0.8,1ml,Standard,weak,0.1876,
Rearward movement,3996,1.6406,2.5,0.8,1ml,Standard,weak,0.4945,
Rearward movement,3997,1.228,2.5,0.8,1ml,Standard,weak,0.2518,
Rearward movement,3998,1.136,2.5,0.8,1ml,Standard,weak,0.1976,
Rearward movement,3999,0.808,2.5,0.8,1ml,Standard,weak,0.0047,
Rearward movement,4000,1.555,2.5,0.8,1ml,Standard,weak,0.4441,
Rearward movement,4001,1.517,2.5,0.8,1ml,Standard,weak,0.4218,
Rearward movement,4002,1.14,2.5,0.8,1ml,Standard,weak,0.2000,
Rearward movement,4003,1.1526,2.5,0.8,1ml,Standard,weak,0.2074,
Rearward movement,4004,0.991,2.5,0.8,1ml,Standard,weak,0.1124,
Rearward movement,4005,1.353,2.5,0.8,1ml,Standard,weak,0.3253,
Rearward movement,4006,1.498,2.5,0.8,1ml,Standard,weak,0.4106,
Rearward movement,4007,1.648,2.5,0.8,1ml,Standard,weak,0.4988,
Rearward movement,4008,1.6306,2.5,0.8,1ml,Standard,weak,0.4886,
Rearward movement,4009,1.427,2.5,0.8,2.25ml,Standard,Strong,0.3688,
Rearward movement,4010,1.8462,2.5,0.8,2.25ml,Standard,Strong,0.6154,
Rearward movement,4011,1.3522,2.5,0.8,2.25ml,Standard,Strong,0.3248,
Rearward movement,4012,1.339,2.5,0.8,2.25ml,Standard,Strong,0.3171,
Rearward movement,4013,1.9382,2.5,0.8,2.25ml,Standard,Strong,0.6695,
Rearward movement,4014,1.896,2.5,0.8,2.25ml,Standard,Strong,0.6447,
Rearward movement,4015,1.321,2.5,0.8,2.25ml,Standard,Strong,0.3065,
Rearward movement,4016,1.521,2.5,0.8,2.25ml,Standard,Strong,0.4241,
Rearward movement,4017,1.8562,2.5,0.8,2.25ml,Standard,Strong,0.6213,
Rearward movement,4018,1.6712,2.5,0.8,2.25ml,Standard,Strong,0.5125,
Rearward movement,4019,1.7862,2.5,0.8,2.25ml,Standard,Strong,0.5801,
Rearward movement,4020,1.9962,2.5,0.8,2.25ml,Standard,Strong,0.7036,
Rearward movement,4021,1.1062,2.5,0.8,2.25ml,Standard,Strong,0.1801,
Rearward movement,4022,1.6032,2.5,0.8,2.25ml,Standard,Strong,0.4725,
Rearward movement,4023,0.651,2.5,0.8,2.25ml,Standard,Strong,-0.0876,
Rearward movement,4024,1.2992,2.5,0.8,2.25ml,Standard,Strong,0.2936,
Rearward movement,4025,0.94,2.5,0.8,2.25ml,Standard,Strong,0.0824,
Rearward movement,4026,2.042,2.5,0.8,2.25ml,Standard,Strong,0.7306,
Rearward movement,4027,0.632,2.5,0.8,2.25ml,Standard,Strong,-0.0988,
Rearward movement,4028,0.954,2.5,0.8,2.25ml,Standard,Strong,0.0906,
Rearward movement,4029,1.022,2.5,0.8,2.25ml,Standard,Strong,0.1306,
Rearward movement,4030,0.864,2.5,0.8,2.25ml,Standard,Strong,0.0376,
Rearward movement,4031,1.3342,2.5,0.8,2.25ml,Standard,Strong,0.3142,
Rearward movement,4032,0.954,2.5,0.8,2.25ml,Standard,Strong,0.0906,
Rearward movement,4033,0.886,2.5,0.8,2.25ml,Standard,Strong,0.0506,
Rearward movement,4034,1.1412,2.5,0.8,2.25ml,Standard,Strong,0.2007,
Rearward movement,4035,1.8312,2.5,0.8,2.25ml,Standard,Strong,0.6066,
Rearward movement,4036,1.113,2.5,0.8,2.25ml,Standard,Strong,0.1841,
Rearward movement,4037,1.448,2.5,0.8,2.25ml,Standard,Strong,0.3812,
Rearward movement,4038,1.2702,2.5,0.8,2.25ml,Standard,Strong,0.2766,
Rearward movement,4039,1.963,2.5,0.8,2.25ml,Standard,Strong,0.6841,
Rearward movement,4040,0.8772,2.5,0.8,2.25ml,Standard,Strong,0.0454,
Rearward movement,4041,1.24,2.5,0.8,2.25ml,Standard,Strong,0.2588,
Rearward movement,4042,0.893,2.5,0.8,2.25ml,Standard,Strong,0.0547,
Rearward movement,4043,0.9,2.5,0.8,2.25ml,Standard,Strong,0.0588,
Rearward movement,4044,1.492,2.5,0.8,2.25ml,Standard,Strong,0.4071,
Rearward movement,4045,1.8792,2.5,0.8,2.25ml,Standard,Strong,0.6348,
Rearward movement,4046,1.7762,2.5,0.8,2.25ml,Standard,Strong,0.5742,
Rearward movement,4047,1.5072,2.5,0.8,2.25ml,Standard,Strong,0.4160,
Rearward movement,4048,1.658,2.5,0.8,2.25ml,Standard,Strong,0.5047,
Rearward movement,4049,1.034,2.5,0.8,2.25ml,Standard,Strong,0.1376,
Rearward movement,4050,1.301,2.5,0.8,2.25ml,Standard,Strong,0.2947,
Rearward movement,4051,0.9802,2.5,0.8,2.25ml,Standard,Strong,0.1060,
Rearward movement,4052,1.236,2.5,0.8,2.25ml,Standard,Strong,0.2565,
Rearward movement,4053,1.699,2.5,0.8,2.25ml,Standard,Strong,0.5288,
Rearward movement,4054,1.022,2.5,0.8,2.25ml,Standard,Strong,0.1306,
Rearward movement,4055,1.072,2.5,0.8,2.25ml,Standard,Strong,0.1600,
Rearward movement,4056,0.754,2.5,0.8,2.25ml,Standard,Strong,-0.0271,
Rearward movement,4057,1.1442,2.5,0.8,2.25ml,Standard,Strong,0.2025,
Rearward movement,4058,1.104,2.5,0.8,2.25ml,Standard,Strong,0.1788,
Rearward movement,4059,1.053,2.5,0.8,2.25ml,Standard,Strong,0.1488,
Rearward movement,4060,1.184,2.5,0.8,2.25ml,Standard,Strong,0.2259,
Rearward movement,4061,1.215,2.5,0.8,2.25ml,Standard,Strong,0.2441,
Rearward movement,4062,1.1272,2.5,0.8,2.25ml,Standard,Strong,0.1925,
Rearward movement,4063,1.631,2.5,0.8,2.25ml,Standard,Strong,0.4888,
Rearward movement,4064,1.085,2.5,0.8,2.25ml,Standard,Strong,0.1676,
Rearward movement,4065,1.553,2.5,0.8,2.25ml,Standard,Strong,0.4429,
Rearward movement,4066,2.04,2.5,0.8,2.25ml,Standard,Strong,0.7294,
Rearward movement,4067,1.5392,2.5,0.8,2.25ml,Standard,Strong,0.4348,
Rearward movement,4068,1.5402,2.5,0.8,2.25ml,Standard,Strong,0.4354,
